SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAME,POINT_X,Longitude,Latitude,LEDSIGN,ADA,
6696,,TAYLOR,THROOP,EB,NS,157,,CHICAGO,In Service,Taylor & Throop,-87.659294,41.869314,Point,0,1
22,,JACKSON,KARLOV,EB,FS,126,,CHICAGO,In Service,Jackson & Karlov,-87.727808,41.877007,Point,0,0
4767,,FOSTER,MONTICELLO,EB,NS,92,,CHICAGO,In Service,Foster & Monticello,-87.71978,41.975526,Point,0,1
1790,,CLARK,ALBION,SB,NS,22,N22,CHICAGO,In Service,Clark & Albion,-87.671981,42.001785,Point,0,1
11474,,RIDGE,BROADWAY/BRYN MAWR,NWB,FS,84,,CHICAGO,In Service,Ridge & Broadway/Bryn Mawr,-87.660447,41.983932,Point,0,1
1368,,LINCOLN,BERWYN,SEB,NS,11,,CHICAGO,In Service,Lincoln & Berwyn,-87.692578,41.977713,Point,0,1
11877,,CALIFORNIA,DEVON,SB,NS,93,,CHICAGO,In Service,California & Devon,-87.699728,41.997646,Point,1,1
5173,,RACINE,60TH STREET,SB,NS,44,,CHICAGO,In Service,Racine & 60th Street,-87.654695,41.785137,Point,0,0
5182,,RACINE,68TH STREET,SB,NS,44,,CHICAGO,In Service,Racine & 68th Street,-87.654342,41.770578,Point,0,1
10235,,CICERO,IOWA,SB,NS,54,,CHICAGO,In Service,Cicero & Iowa,-87.74591,41.896936,Point,0,1
5368,,BROADWAY,SURF (north leg),SB,NS,36,,CHICAGO,In Service,Broadway & Surf,-87.64431,41.934928,Point,0,1
9925,,NORTHWEST HWY,OVERHILL,SEB,FS,68,,CHICAGO,In Service,Northwest Hwy & Overhill,-87.818709,42.004327,Point,0,1
9936,,NORTHWEST HWY,NIAGARA,SEB,FT,68,,CHICAGO,In Service,Northwest Hwy & Niagara,-87.80084,41.9934,Point,0,1
16069,,CICERO,PERSHING,SB,FS,54B,,CHICAGO,In Service,Cicero & Pershing,-87.743693,41.821796,Point,0,1
2259,,KING DRIVE,90TH STREET,SB,FS,3,,CHICAGO,In Service,King Drive & 90th Street,-87.614454,41.730966,Point,0,0
14102,,JEFFERSON PARK,BLUE LINE STATION/SOUTH B,SWB,TERM,81,N81,CHICAGO,In Service,Jefferson Park Transit Center,-87.76185,41.969849,Point,0,1
5353,,BROADWAY,CULLOM,SB,MT,36,,CHICAGO,In Service,Broadway & Cullom,-87.654145,41.960081,Point,1,1
6488,,WENTWORTH,CERMAK,NB,NS,24,,CHICAGO,In Service,Wentworth & Cermak,-87.631918,41.852698,Point,0,1
5710,,IRVING PARK,KEYSTONE,WB,NS,80,<Null>,CHICAGO,In Service,Irving Park & Keystone (Blue Line),-87.729039,41.953746,Point,0,1
4723,,JACKSON,CAMPBELL,WB,NS,126,,CHICAGO,In Service,Jackson & Campbell,-87.688685,41.877591,Point,0,1
8099,,47TH STREET,ALBANY,WB,NS,47,,CHICAGO,In Service,47th Street & Albany,-87.701405,41.808223,Point,0,1
237,,CONGRESS,KARLOV,WB,NS,7,,CHICAGO,In Service,Congress & Karlov,-87.727747,41.874399,Point,0,1
458,,MADISON,PEORIA,WB,NS,20,N20,CHICAGO,In Service,Madison & Peoria,-87.649477,41.8818,Point,1,1
10122,,71ST STREET,SPAULDING,WB,NT,67,,CHICAGO,In Service,71st Street & Spaulding,-87.7052,41.764399,Point,0,0
335,,ROOSEVELT,MAY,WB,NS,12,,CHICAGO,In Service,Roosevelt & May,-87.654991,41.867113,Point,0,1
9749,,LAWRENCE,PROSPECT,WB,FS,81W,,NORRIDGE,In Service,Lawrence & Prospect,-87.831018,41.966765,Point,0,0
7997,,43RD STREET,COTTAGE GROVE,WB,NS,43,,CHICAGO,In Service,43rd Street & Cottage Grove,-87.606575,41.816882,Point,0,1
9517,,87TH STREET,ALBANY,WB,NT,87,,CHICAGO,In Service,87th Street & Albany,-87.6996,41.735378,Point,0,1
7586,,131ST STREET,RHODES,WB,MT,34,N34,CHICAGO,In Service,131st Street & Rhodes,-87.609601,41.657499,Point,0,1
4132,,ARMITAGE,4600 WEST,WB,MB,73,,CHICAGO,In Service,4600 W Armitage,-87.741837,41.91705,Point,0,1
14681,,CENTRAL STREET,RIDGE,WB,NS,201,,EVANSTON,Flag,Central Street & Ridge,-87.68329,42.06417,Point,0,1
5379,,STATE,HURON,SB,NS,36,,CHICAGO,In Service,State & Huron,-87.628241,41.895007,Point,0,1
12609,,ADDISON,MELVINA,WB,NS,152,,CHICAGO,In Service,Addison & Melvina,-87.781228,41.945755,Point,0,1
9314,,BELMONT,CENTRAL PARK,WB,NS,77,N77,CHICAGO,In Service,Belmont & Central Park,-87.717267,41.939276,Point,0,1
14523,,CHICAGO,HAMLIN,WB,FS,66,N66,CHICAGO,In Service,Chicago & Hamlin,-87.72135,41.895488,Point,0,1
12574,,ADDISON,CALIFORNIA,WB,NS,152,,CHICAGO,In Service,Addison & California,-87.697856,41.946745,Point,0,1
1543,,51ST STREET,INDIANA,WB,NS,15,,CHICAGO,In Service,51st Street & Indiana,-87.620933,41.802103,Point,0,1
6846,,CERMAK,ARCHER,WB,NS,21,,CHICAGO,In Service,Cermak & Archer,-87.634274,41.852941,Point,0,0
15316,,35TH STREET,MICHIGAN,WB,FS,35,,CHICAGO,In Service,35th Street & Michigan,-87.6237,41.8311,Point,0,1
367,,ROOSEVELT,KEELER,WB,NS,12,,CHICAGO,In Service,Roosevelt & Keeler,-87.729952,41.866184,Point,0,1
17019,,BELMONT,CENTRAL,WB,FS,77,N77,CHICAGO,In Service,Belmont & Central,-87.766777,41.93864,Point,0,1
15337,,GRAND,MENARD,WB,FS,65,,CHICAGO,In Service,Grand & Menard,-87.770913,41.919757,Point,0,1
6859,,CERMAK,THROOP,WB,NS,21,,CHICAGO,In Service,Cermak & Throop,-87.658592,41.852506,Point,1,1
11378,,MONTROSE,OAKLEY,WB,NT,78,,CHICAGO,In Service,Montrose & Oakley,-87.686301,41.961398,Point,0,1
786,,GRAND,WOOD,WB,NS,65,,CHICAGO,In Service,Grand & Wood,-87.671862,41.890987,Point,0,1
1541,,51ST STREET,KING DRIVE (w. serv. dr.),WB,FS,15,,CHICAGO,In Service,51st Street & King Drive,-87.616823,41.802164,Point,1,1
13079,,59TH STREET,SACRAMENTO,WB,NS,59,,CHICAGO,In Service,59th Street & Sacramento,-87.698333,41.786385,Point,0,0
622,,CHICAGO,ASHLAND,WB,NS,66,N66,CHICAGO,In Service,Chicago & Ashland,-87.667079,41.896151,Point,1,1
17487,,HALSTED,LINCOLN/FULLERTON,NB,FS,8,,CHICAGO,In Service,Halsted & Lincoln/Fullerton,-87.648677,41.925719,Point,0,1
17462,,PULASKI,ADDISON,SB,FS,53,N53,CHICAGO,In Service,Pulaski & Addison,-87.727492,41.946188,Point,0,1
17354,,79TH STREET,COLFAX,EB,FS,79,N79,CHICAGO,In Service,79th Street & Colfax,-87.561193,41.751741,Point,0,1
17468,,BELMONT,MASON,EB,FS,77,N77,CHICAGO,In Service,Belmont & Mason,-87.774711,41.938407,Point,0,1
17469,,BELMONT,LAMON,EB,FS,77,N77,CHICAGO,In Service,Belmont & Lamon,-87.749043,41.938738,Point,0,1
17470,,BELMONT,KENOSHA,EB,NS,77,N77,CHICAGO,In Service,Belmont & Kenosha,-87.734162,41.938931,Point,0,1
988,,NORTH AVENUE,MEADE,WB,NS,72,,CHICAGO,In Service,North Ave & Meade,-87.77747,41.909296,Point,0,1
4813,,FOSTER,WASHTENAW,WB,NS,92,,CHICAGO,In Service,Foster & Washtenaw,-87.69636,41.975915,Point,0,1
12360,,MONTEREY,100' east of HERMOSA,WB,MB,112,,CHICAGO,In Service,Monterey & Hermosa,-87.666717,41.690829,Point,0,1
12362,,MONTEREY,HALE (east leg),WB,NS,112,,CHICAGO,In Service,Monterey & Hale,-87.670439,41.691995,Point,1,1
12201,,103RD STREET,3000 WEST RR CROSSING,WB,NS,103,,CHICAGO,In Service,3000 W 103rd Street,-87.696271,41.706352,Point,0,1
7940,,BELMONT,WASHTENAW,WB,NS,77,N77,CHICAGO,In Service,Belmont & Washtenaw,-87.695063,41.939492,Point,0,1
13065,,59TH STREET,LAFLIN,WB,NS,59,,CHICAGO,In Service,59th Street & Laflin,-87.661765,41.786849,Point,0,1
9306,,BELMONT,PAULINA,WB,NS,77,N77,CHICAGO,In Service,Belmont & Paulina,-87.671003,41.939724,Point,0,1
9193,,51ST STREET,WENTWORTH,WB,NS,15,,CHICAGO,In Service,51st Street & Wentworth,-87.63019,41.8019,Point,0,1
7515,,31ST STREET,CANAL,WB,NS,31,,CHICAGO,In Service,31st Street & Canal,-87.637666,41.838224,Point,0,0
11413,,MONTROSE,MENARD,WB,NS,78,,CHICAGO,In Service,Montrose & Menard,-87.772005,41.960479,Point,0,1
14621,,PULASKI,WELLINGTON,SB,FS,53,N53,CHICAGO,In Service,Pulaski & Wellington,-87.727207,41.935265,Point,0,1
3068,,KEDZIE,36TH STREET,SB,NS,52,,CHICAGO,In Service,Kedzie & 36th Street,-87.704651,41.82817,Point,1,1
5584,,MILWAUKEE,BERTEAU,NWB,NS,56,,CHICAGO,In Service,Milwaukee & Berteau,-87.751144,41.956978,Point,1,1
3685,,HALSTED,83RD STREET,SB,NS,8A,,CHICAGO,In Service,Halsted & 83rd Street,-87.643883,41.743515,Point,1,1
2408,,STATE,43RD STREET,SB,NS,29,,CHICAGO,In Service,State & 43rd Street,-87.626397,41.816598,Point,1,1
14612,,CALIFORNIA,MADISON,SB,FS,94,,CHICAGO,In Service,California & Madison,-87.696375,41.880891,Point,0,1
2231,,KING DRIVE,63RD STREET,SB,FS,3,,CHICAGO,In Service,King Drive & 63rd Street,-87.615694,41.779958,Point,0,1
5629,,IRVING PARK,LAMON,EB,NS,80,,CHICAGO,In Service,Irving Park & Lamon,-87.749949,41.953308,Point,0,1
10532,,GARFIELD,RACINE,EB,FS,55,N55,CHICAGO,In Service,Garfield & Racine,-87.654464,41.793757,Point,1,0
396,,MADISON,LOCKWOOD (west leg),EB,NS,20,N20,CHICAGO,In Service,Madison & Lockwood,-87.75779,41.880252,Point,0,1
15383,,HARLEM,DIVERSEY,NB,FS,90,,CHICAGO,In Service,Harlem & Diversey,-87.80641,41.930994,Point,0,1
15539,,AUSTIN,WELLINGTON,NB,FS,91,,CHICAGO,In Service,Austin & Wellington,-87.776027,41.935061,Point,1,1
6186,,ASHLAND,57TH STREET,NB,NS,9,N9,CHICAGO,In Service,Ashland & 57th Street,-87.664342,41.790253,Point,1,1
880,,NORTH AVENUE,HAMLIN,EB,NS,72,,CHICAGO,In Service,North Ave & Hamlin,-87.721763,41.90988,Point,0,1
26,,JACKSON,CENTRAL PARK,EB,FS,126,,CHICAGO,In Service,Jackson & Central Park,-87.715477,41.877142,Point,0,1
5660,,IRVING PARK,DAMEN/LINCOLN,EB,NS,80,,CHICAGO,In Service,Irving Park & Damen/Lincoln,-87.67888,41.95405,Point,1,1
3385,,63RD STREET,KEELER,EB,NS,63,N63,CHICAGO,In Service,63rd Street & Keeler,-87.727742,41.778549,Point,0,1
12445,,119TH STREET,LOOMIS,EB,NT,119,,CHICAGO,In Service,119th Street & Loomis,-87.656588,41.67754,Point,0,1
15698,,ADDISON,NARRAGANSETT,EB,FS,152,,CHICAGO,In Service,Addison & Narragansett,-87.785951,41.945603,Point,0,1
5954,,HALSTED,ARMITAGE,NB,NS,8,,CHICAGO,In Service,Halsted & Armitage,-87.64842,41.918077,Point,0,1
2752,,79TH STREET,WOOD,EB,NS,79,N79,CHICAGO,In Service,79th Street & Wood,-87.668327,41.750241,Point,0,1
7661,,35TH STREET,DAMEN,EB,NS,35,,CHICAGO,In Service,35th Street & Damen,-87.675437,41.830338,Point,0,1
2778,,79TH STREET,INDIANA,EB,NS,79,N79,CHICAGO,In Service,79th Street & Indiana,-87.619874,41.750984,Point,0,1
2889,,111TH STREET,MICHIGAN,EB,NS,111,,CHICAGO,In Service,111th Street & Michigan,-87.621224,41.69254,Point,1,1
389,,MADISON,MENARD,EB,NS,20,N20,CHICAGO,In Service,Madison & Menard,-87.769922,41.880088,Point,0,1
1631,,51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15,,CHICAGO,In Service,51st Street & King Drive,-87.615741,41.802039,Point,1,1
8171,,47TH STREET,WALLACE,EB,NS,47,,CHICAGO,In Service,47th Street & Wallace,-87.640818,41.808874,Point,0,1
10786,,71ST STREET,KING DRIVE,EB,NS,71,,CHICAGO,In Service,71st Street & King Drive,-87.61548,41.76563,Point,0,1
2890,,111TH STREET,INDIANA,EB,NS,111,,CHICAGO,In Service,111th Street & Indiana,-87.618407,41.692571,Point,0,1
1756,,MORSE,SHERIDAN,EB,NS,155,,CHICAGO,In Service,Morse & Sheridan,-87.661779,42.007903,Point,0,1
11161,,HOMAN,GRAND,SB,NS,82,,CHICAGO,In Service,Homan & Grand,-87.711547,41.900275,Point,0,1
2497,,COTTAGE GROVE,60TH STREET,NB,NS,4,N4,CHICAGO,In Service,Cottage Grove & 60th Street,-87.605934,41.785737,Point,1,1
6262,,ASHLAND,WEBSTER,NB,NS,9,,CHICAGO,In Service,Ashland & Webster,-87.668471,41.92136,Point,1,1
4982,,LASALLE,HURON,NB,FS,156,,CHICAGO,In Service,LaSalle & Huron,-87.632576,41.894842,Point,1,0
6724,,SEDGWICK,NORTH AVENUE,NB,NS,37,,CHICAGO,In Service,Sedgwick & North Avenue,-87.638513,41.910961,Point,0,1
8707,,DAMEN,83RD STREET,NB,NS,48,,CHICAGO,In Service,Damen & 83rd Street,-87.672839,41.742807,Point,0,1
6009,,ASHLAND,WRIGHTWOOD,SB,NS,9,,CHICAGO,In Service,Ashland & Wrightwood,-87.668406,41.928849,Point,1,1
9420,,87TH STREET,DREXEL,EB,NT,87,,CHICAGO,In Service,87th Street & Drexel,-87.602499,41.73661,Point,0,0
9421,,87TH STREET,DAUPHIN/INGLESIDE,EB,NS,87,,CHICAGO,In Service,87th Street & Dauphin/Ingleside,-87.601322,41.736645,Point,0,1
3369,,65TH STREET,LONG,EB,NT,165,,BEDFORD PARK,In Service,65th Street & Long,-87.75665,41.774418,Point,0,1
3743,,LAWRENCE,LAWNDALE,EB,NS,81,N81,CHICAGO,In Service,Lawrence & Lawndale,-87.720802,41.968218,Point,0,1
13014,,61ST STREET,ELLIS,EB,NS,59,,CHICAGO,In Service,61st Street & Ellis,-87.601265,41.784047,Point,0,1
332,,ROOSEVELT,900 WEST,WB,MB,12,,CHICAGO,In Service,900 W Roosevelt,-87.649431,41.867219,Point,0,1
11374,,MONTROSE,WINCHESTER,WB,NS,78,,CHICAGO,In Service,Montrose & Winchester,-87.677374,41.961531,Point,0,1
7115,,STONY ISLAND,ANTHONY,NB,NS,28,,CHICAGO,In Service,Stony Island & Anthony,-87.585402,41.748684,Point,1,1
6995,,COMMERCIAL,102ND STREET,NB,NS,71,,CHICAGO,In Service,Commercial & 102nd Street,-87.552185,41.709961,Point,0,1
10818,,YATES,EXCHANGE/71ST ST. (s.leg),NB,NS,71,,CHICAGO,In Service,Yates & Exchange,-87.56642,41.765663,Point,0,1
9628,,AUSTIN,FULTON/PLEASANT,NB,FS,91,<Null>,CHICAGO,In Service,Austin & Fulton/Pleasant,-87.774753,41.885678,Point,0,0
15078,,OAKTON,LACROSSE,WB,NS,97,,SKOKIE,In Service,Oakton & Lacrosse,-87.748727,42.026321,Point,0,0
4163,,ASHLAND,ORANGE LINE STATION,WB,TERM,31,,CHICAGO,In Service,Ashland Orange Line Station,-87.665255,41.839103,Point,0,0
14896,,DIVERSEY,MILDRED,WB,NS,76,,CHICAGO,In Service,Diversey & Mildred,-87.651314,41.932746,Point,0,1
7519,,31ST STREET,HALSTED,WB,NS,31,,CHICAGO,In Service,31st Street & Halsted,-87.646124,41.838102,Point,0,0
6485,,WENTWORTH,26TH STREET,NB,NS,24,,CHICAGO,In Service,Wentworth & 26th Street,-87.631745,41.845315,Point,0,0
10607,,GARFIELD,DAMEN,WB,FS,55,N55,CHICAGO,In Service,Garfield & Damen,-87.674578,41.793969,Point,1,1
1262,,FULLERTON,KOSTNER,WB,NS,74,,CHICAGO,In Service,Fullerton & Kostner,-87.736478,41.924457,Point,0,1
601,,CHICAGO,STATE,WB,NS,66,N66,CHICAGO,In Service,Chicago & State (Red Line),-87.628022,41.896741,Point,1,0
15769,,115TH STREET,HALSTED,WB,FS,115,,CHICAGO,In Service,115th Street & Halsted,-87.642562,41.685153,Point,0,1
508,,MADISON,MENARD,WB,NS,20,N20,CHICAGO,In Service,Madison & Menard,-87.769661,41.880266,Point,0,1
15557,,GRAND,HAMLIN,WB,FS,65,,CHICAGO,In Service,Grand & Hamlin,-87.721821,41.904397,Point,0,1
9335,,BELMONT,MENARD,WB,NS,77,N77,CHICAGO,In Service,Belmont & Menard,-87.771268,41.938575,Point,0,1
11379,,MONTROSE,WESTERN,WB,NS,78,,CHICAGO,In Service,Montrose & Western,-87.688501,41.961386,Point,1,1
12065,,LUNT,CLARK,WB,FS,96,,CHICAGO,In Service,Lunt & Clark,-87.674184,42.009035,Point,1,0
15108,,ONTARIO,STATE,WB,FS,125,,CHICAGO,In Service,Ontario & State,-87.628378,41.893343,Point,0,1
10629,,55TH STREET,KEELER,WB,NS,55,,CHICAGO,In Service,55th Street & Keeler,-87.727949,41.793241,Point,1,0
14862,,PERSHING,HALSTED,WB,FS,39,,CHICAGO,In Service,Pershing & Halsted,-87.646344,41.82354,Point,1,1
9145,,PULASKI,FOSTER,NB,NS,53,,CHICAGO,In Service,Pulaski & Foster,-87.72811,41.975383,Point,0,1
6446,,WENTWORTH,71ST STREET,NB,NS,24,,CHICAGO,In Service,Wentworth & 71st Street,-87.62969,41.765295,Point,1,1
9087,,PULASKI,HARRISON,NB,NS,53,N53,CHICAGO,In Service,Pulaski & Harrison (Blue Line),-87.725313,41.873373,Point,0,1
6767,,18TH STREET,RACINE,EB,NS,18,,CHICAGO,In Service,18th Street & Racine,-87.656531,41.857894,Point,0,1
12453,,119TH STREET,HALSTED,EB,NS,119,,CHICAGO,In Service,119th Street & Halsted,-87.642142,41.677743,Point,0,1
7736,,PERSHING,VINCENNES,EB,NS,39,,CHICAGO,In Service,Pershing & Vincennes,-87.612788,41.823804,Point,0,1
5702,,IRVING PARK,KIMBALL,WB,NS,80,,CHICAGO,In Service,Irving Park & Kimball,-87.712792,41.953968,Point,1,1
11897,,CALIFORNIA,FOSTER,NB,FS,93,,CHICAGO,In Service,California & Foster,-87.698842,41.976026,Point,0,1
11409,,MONTROSE,LONG,WB,NS,78,,CHICAGO,In Service,Montrose & Long,-87.762151,41.960636,Point,0,1
11069,,DIVERSEY,KEDZIE,WB,FS,76,,CHICAGO,In Service,Diversey & Kedzie,-87.707305,41.932118,Point,0,1
9476,,87TH STREET,DOBSON,WB,NT,87,,CHICAGO,In Service,87th Street & Dobson,-87.598957,41.736782,Point,0,1
17166,,MADISON,KOSTNER,WB,FS,20,N20,CHICAGO,In Service,Madison & Kostner,-87.735739,41.880721,Point,0,1
17200,,DEVON,SACRAMENTO,WB,FS,155,,CHICAGO,In Service,Devon & Sacramento,-87.704697,41.997535,Point,0,1
14958,,MADISON,LARAMIE,WB,FS,20,N20,CHICAGO,In Service,Madison & Laramie,-87.755334,41.880468,Point,1,1
10096,,69TH STREET,HALSTED,WB,NS,67,,CHICAGO,In Service,69th Street & Halsted,-87.644377,41.768907,Point,0,1
4756,,FOSTER,CICERO,EB,NS,92,,CHICAGO,In Service,Foster & Cicero,-87.74822,41.975262,Point,0,1
9186,,51ST STREET,STATE,EB,NS,15,,CHICAGO,In Service,51st Street & State,-87.626114,41.801872,Point,0,1
15480,,BELMONT,MENARD,EB,FS,77,N77,CHICAGO,In Service,Belmont & Menard,-87.771127,41.938454,Point,1,1
6690,,POLK,WOOD,EB,NS,157,,CHICAGO,In Service,Polk & Wood,-87.671593,41.871467,Point,0,1
11028,,DIVERSEY,SHEFFIELD,EB,FS,76,,CHICAGO,In Service,Diversey Brown Line Station,-87.653621,41.932578,Point,1,1
2731,,79TH STREET,LAWNDALE (west leg),EB,NS,79,,CHICAGO,In Service,79th Street & Lawndale,-87.714611,41.749517,Point,0,1
14517,,CHICAGO,HOMAN,EB,FS,66,N66,CHICAGO,In Service,Chicago & Homan,-87.711042,41.895433,Point,0,1
10812,,71ST STREET,YATES,EB,NS,71,,CHICAGO,In Service,71st Street & Yates,-87.566643,41.7658,Point,1,1
1721,,DEVON,KEDZIE,EB,FS,155,,CHICAGO,In Service,Devon & Kedzie,-87.70905,41.997327,Point,0,1
12499,,ADDISON,LARAMIE,EB,NS,152,,CHICAGO,In Service,Addison & Laramie,-87.757036,41.945904,Point,0,1
2033,,DIVISION,WELLS,EB,NS,70,,CHICAGO,In Service,Division & Wells,-87.63466,41.903785,Point,0,1
21,,JACKSON,KEELER,EB,FS,126,,CHICAGO,In Service,Jackson & Keeler,-87.7302,41.876963,Point,1,1
17131,,DIVISION,WOOD,EB,FS,70,,CHICAGO,In Service,Division & Wood,-87.672092,41.903195,Point,0,1
12055,,LUNT,CLARK,EB,NS,96,,CHICAGO,In Service,Lunt & Clark,-87.674091,42.008931,Point,0,1
12969,,59TH STREET,CALIFORNIA,EB,NS,59,,CHICAGO,In Service,59th Street & California,-87.693741,41.786336,Point,0,0
189,,HARRISON,OAKLEY,EB,NS,7,,CHICAGO,In Service,Harrison & Oakley,-87.683913,41.873882,Point,0,1
10285,,CICERO,LEXINGTON,NB,NS,54,,CHICAGO,In Service,Cicero & Lexington (Blue Line),-87.744822,41.871076,Point,0,1
14943,,EWING,106TH STREET,NB,FS,30,,CHICAGO,In Service,Ewing & 106th Street,-87.535193,41.70298,Point,1,1
8959,,DAMEN,ARGYLE,NB,NS,50,,CHICAGO,In Service,Damen & Argyle,-87.67922,41.972305,Point,0,1
17192,,NARRAGANSETT,GRAND,NB,FS,86,,CHICAGO,In Service,Narragansett & Grand,-87.785326,41.922758,Point,0,1
17213,,PULASKI,14TH STREET,NB,FS,53,,CHICAGO,In Service,Pulaski & 14th Street,-87.724976,41.862689,Point,0,1
17344,,WESTERN,HIRSCH,NB,FS,49,N49,CHICAGO,In Service,Western & Hirsch,-87.686992,41.906812,Point,0,1
15121,,FOSTER,JEWEL PRKING ENT,WB,MB,92,,CHICAGO,In Service,Foster & Jewel Prking Ent,-87.729346,41.9756,Point,0,1
5788,,HALSTED,ERIE,SB,NS,8,,CHICAGO,In Service,Halsted & Erie,-87.647744,41.893451,Point,0,1
9943,,NORTHWEST HWY,NAGLE,SEB,NS,68,,CHICAGO,In Service,Northwest Hwy & Nagle,-87.787821,41.98594,Point,0,1
8630,,79TH STREET,WESTERN,EB,NS,169,,CHICAGO,In Service,79th Street & Western,-87.683067,41.750001,Point,0,0
6511,,WENTWORTH,4200 SOUTH,SB,MB,24,,CHICAGO,In Service,4200 S Wentworth,-87.631253,41.81805,Point,0,1
6496,,WENTWORTH,27TH STREET,SB,NS,24,,CHICAGO,In Service,Wentworth & 27th Street,-87.631942,41.844131,Point,0,1
6521,,WELLS,52ND STREET,SB,NS,24,,CHICAGO,In Service,Wells & 52nd Street,-87.632012,41.800185,Point,0,1
7473,,31ST STREET,MORGAN,EB,NS,31,,CHICAGO,In Service,31st Street & Morgan,-87.651176,41.837913,Point,0,0
9329,,BELMONT,LARAMIE,WB,NS,77,N77,CHICAGO,In Service,Belmont & Laramie,-87.756496,41.938772,Point,0,1
6823,,18TH STREET,WESTERN,WB,NS,18,,CHICAGO,In Service,18th Street & Western,-87.685683,41.857329,Point,0,1
8782,,DAMEN,63RD STREET,SB,NS,48,,CHICAGO,In Service,Damen & 63rd Street,-87.673994,41.779436,Point,0,1
1818,,CLARK,IRVING PARK,SB,NS,22,N22,CHICAGO,In Service,Clark & Irving Park,-87.662433,41.954497,Point,0,1
9036,,PULASKI,JACKSON,SB,NS,53,N53,CHICAGO,In Service,Pulaski & Jackson,-87.725642,41.87717,Point,0,1
5855,,HALSTED,71ST STREET,SB,NS,8,,CHICAGO,In Service,Halsted & 71st Street,-87.644472,41.765332,Point,0,1
3834,,LARAMIE,AUGUSTA,SB,NS,57,,CHICAGO,In Service,Laramie & Augusta,-87.755751,41.898664,Point,0,1
12377,,111TH STREET,SPAULDING,WB,NS,112,,CHICAGO,In Service,111th Street & Spaulding,-87.703257,41.691591,Point,0,1
10126,,71ST STREET,LAWNDALE,WB,NS,67,,CHICAGO,In Service,71st Street & Lawndale,-87.714906,41.764247,Point,0,1
10879,,75TH STREET,EBERHART,WB,NS,75,,CHICAGO,In Service,75th Street & Eberhart,-87.612552,41.758512,Point,0,1
9302,,BELMONT,LAKEWOOD (west leg),WB,NS,77,N77,CHICAGO,In Service,Belmont & Lakewood,-87.661234,41.939875,Point,0,1
9323,,BELMONT,KILBOURN,WB,NS,77,N77,CHICAGO,In Service,Belmont & Kilbourn,-87.73939,41.938979,Point,0,1
10892,,74TH STREET,PARNELL,WB,MT,75,,CHICAGO,In Service,74th Street & Parnell,-87.638422,41.759892,Point,0,0
3285,,63RD STREET,LEAMINGTON,WB,NT,63W,,CHICAGO,In Service,63rd Street & Leamington,-87.750837,41.778316,Point,0,1
17090,,71ST STREET,EBERHART,WB,FS,71,,CHICAGO,In Service,71st Street & Eberhart,-87.612979,41.76583,Point,0,1
12181,,103RD STREET,MALTA,WB,FS,103,,CHICAGO,In Service,103rd Street & Malta,-87.656981,41.70683,Point,0,1
12591,,ADDISON,KOSTNER,WB,NT,152,,CHICAGO,In Service,Addison & Kostner,-87.737186,41.946306,Point,0,1
9354,,BELMONT,ORIOLE,WB,NS,77,,CHICAGO,In Service,Belmont & Oriole (76th Avenue),-87.816387,41.938014,Point,0,1
12193,,103RD STREET,OAKLEY (west leg),WB,NS,103,,CHICAGO,In Service,103rd Street & Oakley,-87.679875,41.70645,Point,0,1
148,,JACKSON,LOTUS,WB,FS,126,,CHICAGO,In Service,Jackson & Lotus,-87.761545,41.876612,Point,0,1
12061,,LUNT,GLENWOOD (west leg),WB,NS,96,,CHICAGO,In Service,Lunt & Glenwood,-87.666125,42.009171,Point,0,0
10128,,71ST STREET,SPRINGFIELD,WB,NS,67,,CHICAGO,In Service,71st Street & Springfield,-87.719663,41.764157,Point,0,1
6836,,16TH STREET,SPRINGFIELD,WB,NS,18,,CHICAGO,In Service,16th Street & Springfield,-87.722299,41.858962,Point,0,1
497,,MADISON,LAMON,WB,NS,20,N20,CHICAGO,In Service,Madison & Lamon,-87.747518,41.880571,Point,0,1
15819,,119TH STREET,WESTERN,EB,FS,119,,BLUE ISLAND,In Service,119th Street & Western,-87.680307,41.677141,Point,0,1
12182,,103RD STREET,CHARLES,WB,NS,103,,CHICAGO,In Service,103rd Street & Charles,-87.658548,41.706804,Point,0,0
11898,,CALIFORNIA,BERWYN,NB,NS,93,,CHICAGO,In Service,California & Berwyn,-87.698904,41.977569,Point,0,0
5068,,RACINE,61ST STREET,NB,NS,44,,CHICAGO,In Service,Racine & 61st Street,-87.654513,41.783167,Point,0,1
9710,,NAGLE,HAFT,NB,NS,86,,CHICAGO,In Service,Nagle & Haft,-87.787431,41.99515,Point,0,1
9074,,PULASKI,PINK LINE STATION,NB,MB,53,,CHICAGO,In Service,Pulaski Pink Line Station,-87.724699,41.85368,Point,0,1
4435,,ARCHER,34TH STREET,NEB,NS,62,N62,CHICAGO,In Service,Archer & 34th Street,-87.673917,41.832565,Point,0,1
6101,,ASHLAND,66TH STREET,SB,NS,9,N9,CHICAGO,In Service,Ashland & 66th Street,-87.664201,41.774119,Point,0,1
10460,,SKOKIE BLVD,MADISON,SB,NT,54A,,SKOKIE,In Service,Skokie Blvd & Madison,-87.747551,42.031601,Point,0,1
