SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAME,POINT_X,Longitude,Latitude,LEDSIGN,ADA,
7333,,AVENUE O,131ST STREET,NB,NS,30,,CHICAGO,In Service,Avenue O & 131st Street,-87.539819,41.657224,Point,0,1
10011,,KEDZIE,64TH STREET,SB,NS,52A,,CHICAGO,In Service,Kedzie & 64th Street,-87.703172,41.77723,Point,0,1
9912,,NORTHWEST HWY,MERRILL,NWB,NS,68,,PARK RIDGE,In Service,Northwest Hwy & Merrill,-87.822202,42.006694,Point,0,0
11649,,CALDWELL,LOLETA,NWB,NS,85A,,CHICAGO,In Service,Caldwell & Loleta,-87.773751,42.000609,Point,0,1
9805,,HIGGINS,MEADE,NWB,NS,88,,CHICAGO,In Service,Higgins & Meade,-87.780556,41.973985,Point,0,0
6721,,SEDGWICK,EVERGREEN (north leg),NB,NS,37,,CHICAGO,In Service,Sedgwick & Evergreen,-87.63837,41.906576,Point,0,1
3194,,CALIFORNIA,ALTGELD,NB,NS,52,,CHICAGO,In Service,California & Altgeld,-87.697378,41.926516,Point,0,1
3879,,LARAMIE,LE MOYNE,NB,NS,57,,CHICAGO,In Service,Laramie & Le Moyne,-87.755824,41.907597,Point,0,0
11226,,HOMAN,FILLMORE,NB,NS,82,,CHICAGO,In Service,Homan & Fillmore,-87.710524,41.868078,Point,0,1
2516,,COTTAGE GROVE,42ND STREET,NB,NS,4,N4,CHICAGO,In Service,Cottage Grove & 42nd Street,-87.606685,41.818463,Point,0,1
9667,,AUSTIN,BERTEAU,NB,NS,91,,CHICAGO,In Service,Austin & Berteau,-87.776822,41.956603,Point,0,1
5018,,DEWITT,CHESTNUT,SB,NS,157,,CHICAGO,In Service,Dewitt & Chestnut,-87.620247,41.898568,Point,0,1
16032,,CENTRAL,1900 NORTH (ACCESS DRIVE),NB,FS,85,,CHICAGO,In Service,1900 N Central,-87.765597,41.915383,Point,0,1
5902,,HALSTED,38TH STREET (north leg),NB,NT,8,,CHICAGO,In Service,Halsted & 38th Street,-87.645883,41.825127,Point,0,1
8751,,DAMEN,2559 SOUTH,NB,NS,50,,CHICAGO,In Service,1559 S Damen,-87.675492,41.844776,Point,0,1
796,,GRAND,WASHTENAW,WB,NS,65,,CHICAGO,In Service,Grand & Washtenaw,-87.694054,41.893409,Point,0,1
11921,,CALIFORNIA,BIRCHWOOD,NB,NS,93,,CHICAGO,In Service,California & Birchwood,-87.69954,42.017421,Point,0,0
10395,,CICERO,44TH STREET,NB,NS,54B,,CHICAGO,In Service,Cicero & 44th Street,-87.743109,41.813011,Point,0,1
10419,,CICERO,BALMORAL,NB,FT,54A,,CHICAGO,In Service,Cicero & Balmoral,-87.748038,41.978996,Point,0,0
10435,,SKOKIE BLVD,FARGO,NB,NT,54A,,SKOKIE,In Service,Skokie Blvd & Fargo,-87.747686,42.016198,Point,0,1
1957,,CLARK,ARTHUR (south leg),NB,FS,22,N22,CHICAGO,In Service,Clark & Arthur,-87.671425,42.000695,Point,0,1
4213,,CALIFORNIA,WALNUT,NB,NT,94,,CHICAGO,In Service,California & Walnut,-87.696337,41.885441,Point,0,1
7949,,KIMBALL,NEWPORT,NB,NS,82,,CHICAGO,In Service,Kimball & Newport,-87.712548,41.943457,Point,0,1
11265,,KIMBALL,SHUBERT,NB,NS,82,,CHICAGO,In Service,Kimball & Shubert,-87.7122,41.93007,Point,0,1
2489,,COTTAGE GROVE,68TH STREET,NB,MT,4,,CHICAGO,In Service,Cottage Grove & 68th Street,-87.605616,41.771303,Point,0,0
5408,,BROADWAY,W. SHERIDAN (3900 N),NB,NS,36,,CHICAGO,Temp out,Broadway & W. Sheridan,-87.649558,41.952645,Point,0,1
3233,,63RD STREET,NORMAL,WB,NS,63,N63,CHICAGO,In Service,63rd Street & Normal,-87.637334,41.77995,Point,0,1
11073,,DIVERSEY,CENTRAL PARK,WB,NS,76,,CHICAGO,In Service,Diversey & Central Park,-87.716988,41.931932,Point,0,1
9338,,BELMONT,AUSTIN,WB,NS,77,N77,CHICAGO,In Service,Belmont & Austin,-87.776064,41.938526,Point,0,1
9503,,87TH STREET,LOOMIS,WB,NS,87,N87,CHICAGO,In Service,87th Street & Loomis,-87.658022,41.735961,Point,0,1
10581,,GARFIELD,KING DRIVE,WB,FS,55,N55,CHICAGO,In Service,Garfield & King Drive,-87.616313,41.794858,Point,1,0
951,,NORTH AVENUE,ROCKWELL,WB,NS,72,,CHICAGO,In Service,North Ave & Rockwell,-87.691963,41.910379,Point,0,1
8873,,DAMEN,OGDEN,SB,NS,50,,CHICAGO,In Service,Damen & Ogden,-87.676541,41.872816,Point,0,1
6389,,BLUE ISLAND,WESTERN,SWB,NS,60,N60,CHICAGO,In Service,Blue Island & Western,-87.685126,41.845038,Point,1,1
14628,,PULASKI,MADISON,SB,FS,53,N53,CHICAGO,In Service,Pulaski & Madison,-87.72576,41.880491,Point,0,1
14575,,WESTERN,PERSHING,SB,FS,49,N49,CHICAGO,In Service,Western & Pershing,-87.684959,41.822811,Point,1,0
9945,,NORTHWEST HWY,BRYN MAWR,SEB,NS,68,,CHICAGO,In Service,Northwest Hwy & Bryn Mawr,-87.782612,41.982975,Point,0,1
6293,,CLARK,ROOSEVELT,SB,NS,24,,CHICAGO,In Service,Clark & Roosevelt,-87.630531,41.867556,Point,0,1
5362,,BROADWAY,CORNELIA,SB,NS,36,,CHICAGO,In Service,Broadway & Cornelia,-87.64626,41.945556,Point,0,1
15207,,FULLERTON,CICERO,WB,FS,74,,CHICAGO,In Service,Fullerton & Cicero,-87.746599,41.924348,Point,1,1
5695,,IRVING PARK,CALIFORNIA,WB,NS,80,,CHICAGO,In Service,Irving Park & California,-87.698047,41.95408,Point,1,1
2513,,COTTAGE GROVE,45TH STREET,NB,NS,4,N4,CHICAGO,In Service,Cottage Grove & 45th Street,-87.60656,41.813045,Point,0,1
14550,,IRVING PARK,CENTRAL,EB,FS,80,,CHICAGO,In Service,Irving Park & Central,-87.766681,41.953094,Point,1,1
1983,,DIVISION,4659 WEST,EB,MB,70,,CHICAGO,In Service,4659 W Division,-87.743498,41.90234,Point,0,1
8002,,43RD STREET,KING DRIVE,WB,NS,43,,CHICAGO,In Service,43rd Street & King Drive,-87.61638,41.816706,Point,0,1
11075,,DIVERSEY,HAMLIN,WB,NS,76,,CHICAGO,In Service,Diversey & Hamlin,-87.721794,41.931917,Point,0,0
2666,,79TH STREET,HOYNE,WB,NS,79,N79,CHICAGO,In Service,79th Street & Hoyne,-87.675392,41.750253,Point,0,1
10915,,76TH STREET,LOOMIS,EB,FS,75,,CHICAGO,In Service,76th Street & Loomis,-87.658613,41.755832,Point,0,0
9575,,AUSTIN,WELLINGTON,SB,NS,91,,CHICAGO,In Service,Austin & Wellington,-87.776167,41.934869,Point,0,1
7127,,STONY ISLAND,69TH STREET,NB,NS,28,,CHICAGO,In Service,Stony Island & 69th Street,-87.585824,41.769557,Point,0,1
10537,,GARFIELD,UNION,EB,FS,55,N55,CHICAGO,In Service,Garfield & Union,-87.64245,41.793938,Point,0,0
10137,,71ST STREET,ST. LOUIS,EB,FS,67,,CHICAGO,In Service,71st Street & St. Louis,-87.709877,41.764198,Point,0,1
2772,,79TH STREET,PERRY,EB,NS,79,N79,CHICAGO,In Service,79th Street & Perry,-87.627157,41.750845,Point,0,1
10514,,55TH STREET,FRANCISCO,EB,FS,55,N55,CHICAGO,In Service,55th Street & Francisco,-87.696137,41.793578,Point,0,1
3605,,OAKTON,KARLOV,EB,NS,97,,SKOKIE,In Service,Oakton & Karlov,-87.730601,42.0262,Point,0,0
4782,,FOSTER,OAKLEY,EB,NS,92,,CHICAGO,In Service,Foster & Oakley,-87.686826,41.975903,Point,0,1
700,,GRAND,KARLOV,EB,NS,65,,CHICAGO,In Service,Grand & Karlov,-87.728996,41.907083,Point,0,1
3379,,63RD STREET,KILPATRICK,EB,NS,63,N63,CHICAGO,In Service,63rd Street & Kilpatrick,-87.739947,41.7784,Point,0,1
545,,CHICAGO,WASHTENAW,EB,NS,66,N66,CHICAGO,In Service,Chicago & Washtenaw,-87.694356,41.895591,Point,0,1
4030,,ARMITAGE,LACROSSE,EB,NS,73,,CHICAGO,In Service,Armitage & Lacrosse,-87.747489,41.916854,Point,0,1
7673,,35TH STREET,LITUANICA (east leg),EB,NS,35,,CHICAGO,In Service,35th Street & Lituanica,-87.647876,41.830659,Point,0,1
3444,,63RD STREET,INGLESIDE (west leg),EB,MT,63,N63,CHICAGO,In Service,63rd Street & Ingleside,-87.602558,41.78037,Point,0,1
4061,,ARMITAGE,OAKLEY,EB,NS,73,,CHICAGO,In Service,Armitage & Oakley,-87.685068,41.917545,Point,0,1
1301,,FULLERTON,LOCKWOOD,EB,NS,74,,CHICAGO,In Service,Fullerton & Lockwood,-87.758706,41.924009,Point,1,1
9440,,87TH STREET,MARQUETTE AVENUE (east le,EB,NS,87,,CHICAGO,In Service,87th Street & Marquette Avenue,-87.558558,41.737248,Point,0,0
8045,,43RD STREET,PRINCETON,EB,FS,43,,CHICAGO,In Service,43rd Street & Princeton,-87.633288,41.816333,Point,0,1
12150,,103RD STREET,CHARLES,EB,NS,103,,CHICAGO,In Service,103rd Street & Charles,-87.658765,41.706686,Point,0,1
9386,,87TH STREET,2330 WEST,EB,TERM,87,N87,CHICAGO,In Service,87th Street & Western Terminal,-87.6815,41.735356,Point,0,1
9718,,LAWRENCE,OVERHILL,EB,NS,81W,,NORRIDGE,In Service,Lawrence & Overhill,-87.8194,41.966898,Point,0,1
258,,ROOSEVELT,54TH AVENUE,EB,NS,12,,CICERO,In Service,Roosevelt & 54th Avenue,-87.759459,41.865593,Point,0,1
11212,,CENTRAL PARK,25TH STREET,NB,FS,82,,CHICAGO,In Service,Central Park & 25th Street,-87.714763,41.846377,Point,0,0
12497,,ADDISON,LONG,EB,NS,152,,CHICAGO,In Service,Addison & Long,-87.761948,41.945853,Point,0,1
4059,,ARMITAGE,MILWAUKEE,EB,NS,73,,CHICAGO,In Service,Armitage & Milwaukee,-87.688682,41.917507,Point,0,1
9415,,87TH STREET,KING DRIVE,EB,NS,87,,CHICAGO,In Service,87th Street & King Drive,-87.614673,41.736435,Point,0,0
2014,,DIVISION,ASHLAND,EB,NS,70,,CHICAGO,In Service,Division & Ashland (Blue Line),-87.667693,41.903237,Point,1,1
1986,,DIVISION,KOSTNER,EB,NS,70,,CHICAGO,In Service,Division & Kostner,-87.736239,41.902453,Point,0,1
10134,,71ST STREET,HAMLIN,EB,FS,67,,CHICAGO,In Service,71st Street & Hamlin,-87.717396,41.764104,Point,0,1
13001,,61ST STREET,MICHIGAN,EB,NS,59,,CHICAGO,In Service,61st Street & Michigan,-87.622348,41.783695,Point,0,0
10519,,55TH STREET,WESTERN AVENUE,EB,NS,55,N55,CHICAGO,In Service,55th Street & Western Avenue,-87.684239,41.793796,Point,1,1
6489,,CLARK,CERMAK,NB,FS,24,,CHICAGO,In Service,Clark & Cermak,-87.630001,41.853147,Point,0,1
2004,,DIVISION,ROCKWELL,EB,NS,70,,CHICAGO,In Service,Division & Rockwell,-87.691984,41.902947,Point,0,1
692,,GRAND,CICERO,EB,NS,65,,CHICAGO,In Service,Grand & Cicero,-87.746162,41.91389,Point,1,1
17195,,DEVON,LEAVITT,EB,FS,155,,CHICAGO,In Service,Devon & Leavitt,-87.684842,41.997748,Point,0,1
17108,,63RD STREET,ST. LOUIS,EB,FS,63,N63,CHICAGO,In Service,63rd Street & St. Louis,-87.710102,41.778781,Point,0,1
10914,,74TH STREET,LOOMIS,EB,NS,75,,CHICAGO,In Service,74th Street & Loomis,-87.658923,41.759438,Point,0,1
17249,,LAWRENCE,LEAVITT,EB,FS,81,N81,CHICAGO,In Service,Lawrence & Leavitt,-87.683836,41.968603,Point,0,1
17279,,HARRISON,CALIFORNIA,EB,FS,7,,CHICAGO,In Service,Harrison & California,-87.695874,41.873733,Point,0,1
11310,,MONTROSE,MELVINA,EB,NS,78,,CHICAGO,In Service,Montrose & Melvina,-87.782034,41.960222,Point,0,1
12092,,95TH STREET,STONY ISLAND,EB,NS,100,,CHICAGO,In Service,95th Street & Stony Island,-87.585452,41.722246,Point,0,1
10969,,DIVERSEY,OAK PARK,EB,NS,76,,CHICAGO,In Service,Diversey & Oak Park,-87.795572,41.930821,Point,0,1
10973,,DIVERSEY,NARRAGANSETT,EB,NS,76,,CHICAGO,In Service,Diversey & Narragansett,-87.785821,41.930935,Point,1,1
11022,,DIVERSEY,ASHLAND,EB,NS,76,,CHICAGO,In Service,Diversey & Ashland,-87.668569,41.932331,Point,0,1
2238,,KING DRIVE,69TH STREET,SB,NS,3,,CHICAGO,In Service,King Drive & 69th Street,-87.61544,41.769426,Point,0,1
2159,,KING DRIVE,43RD STREET,NB,FS,3,,CHICAGO,In Service,King Drive & 43rd Street,-87.616485,41.81688,Point,1,1
5877,,HALSTED,MARQUETTE RD,NB,NS,8,,CHICAGO,In Service,Halsted & Marquette Rd,-87.644516,41.772326,Point,0,1
6728,,SEDGWICK,ARMITAGE/LINCOLN,NB,NS,37,,CHICAGO,In Service,Sedgwick & Armitage/Lincoln,-87.638744,41.918091,Point,0,1
6653,,OGDEN serv.dr.,SACRAMENTO,SWB,NS,18,,CHICAGO,In Service,Ogden & Sacramento,-87.701613,41.859438,Point,0,1
14434,,CLARK,NEWPORT/SHEFFIELD,NB,FS,22,N22,CHICAGO,In Service,Clark & Newport/Sheffield,-87.654374,41.944686,Point,0,1
11625,,CENTRAL,MONTROSE,NB,NS,85,,CHICAGO,In Service,Central & Montrose,-87.767152,41.960384,Point,0,1
15168,,KEDZIE,OGDEN (n. service drive),NB,FS,52,,CHICAGO,In Service,Kedzie & Ogden,-87.70536,41.85831,Point,1,1
10211,,CICERO,SCHOOL,SB,NS,54,,CHICAGO,In Service,Cicero & School,-87.747037,41.940722,Point,0,1
135,,JACKSON,KOSTNER,WB,FS,126,,CHICAGO,In Service,Jackson & Kostner,-87.735556,41.877018,Point,0,1
12163,,103RD STREET,PRINCETON,EB,NS,103,,CHICAGO,In Service,103rd Street & Princeton,-87.630821,41.70701,Point,0,0
11,,JACKSON,5047 WEST,EB,MB,126,,CHICAGO,In Service,5047 W Jackson,-87.751283,41.876651,Point,0,1
17169,,MADISON,LECLAIRE,EB,FT,20,N20,CHICAGO,In Service,Madison & Leclaire,-87.752215,41.880297,Point,0,0
3603,,OAKTON,KILDARE,EB,NS,97,,SKOKIE,In Service,Oakton & Kildare,-87.735503,42.026198,Point,0,1
15339,,GRAND,ARTESIAN,EB,NS,65,,CHICAGO,In Service,Grand & Artesian,-87.688042,41.890812,Point,0,1
5624,,IRVING PARK,LONG,EB,NS,80,,CHICAGO,In Service,Irving Park & Long,-87.762191,41.953142,Point,0,1
9274,,BELMONT,ST. LOUIS,EB,NS,77,N77,CHICAGO,In Service,Belmont & St. Louis,-87.715163,41.939215,Point,0,1
164,,HARRISON,KILBOURN (west leg),EB,NS,7,,CHICAGO,In Service,Harrison & Kilbourn,-87.737948,41.873213,Point,0,1
2933,,115TH STREET,WATKINS/WOOD,EB,FS,111,,CHICAGO,In Service,115th Street & Watkins,-87.666058,41.684678,Point,0,1
7084,,COMMERCIAL,99TH STREET,SB,NS,71,,CHICAGO,In Service,Commercial & 99th Street,-87.551068,41.715526,Point,0,1
8536,,HARLEM,RASCHER,SB,NS,90,,CHICAGO,In Service,Harlem & Rascher,-87.807075,41.97873,Point,0,1
14101,,JEFFERSON PARK,BLUE LINE STATION/SOUTH B,SWB,TERM,56,,CHICAGO,In Service,Jefferson Park Transit Center,-87.76174,41.969778,Point,0,1
7393,,SOUTH CHICAGO,HARPER,NWB,NS,30,,CHICAGO,In Service,South Chicago & Harper,-87.587318,41.752896,Point,0,0
3587,,NILES CENTER,CRAIN,SB,NS,97,,SKOKIE,In Service,Niles Center & Crain,-87.749061,42.039035,Point,0,0
11782,,HARLEM,SCHOOL,SB,NS,90,,CHICAGO,In Service,Harlem & School,-87.806876,41.939893,Point,0,1
3125,,KEDZIE,40TH STREET,NB,NS,52,,CHICAGO,In Service,Kedzie & 40th Street,-87.704386,41.820688,Point,0,1
8139,,47TH STREET,HAMLIN,EB,NS,47,,CHICAGO,In Service,47th Street & Hamlin,-87.718755,41.807846,Point,0,1
10793,,71ST STREET,DREXEL,EB,NS,71,,CHICAGO,In Service,71st Street & Drexel,-87.603231,41.765754,Point,0,0
12981,,59TH STREET,LAFLIN,EB,NS,59,,CHICAGO,In Service,59th Street & Laflin,-87.662074,41.786719,Point,0,1
179,,HARRISON,SPAULDING,EB,NS,7,,CHICAGO,In Service,Harrison & Spaulding,-87.708461,41.873602,Point,0,1
2877,,111TH STREET,ABERDEEN,EB,NS,111,,CHICAGO,In Service,111th Street & Aberdeen,-87.649788,41.692216,Point,0,0
10451,,OLD ORCHARD RD,5420 W.(dwy to Portland),EB,NT,54A,,SKOKIE,In Service,5420 W Old Orchard Rd,-87.763342,42.062476,Point,0,0
5951,,HALSTED,1700 NORTH,NB,MB,8,,CHICAGO,In Service,1700 N Halsted,-87.648256,41.912462,Point,0,1
17832,,ADDISON,KIMBALL,EB,FS,152,,CHICAGO,In Service,Addison & Kimball,-87.71237,41.946506,Point,0,1
17831,,ADDISON,CENTRAL,WB,FS,152,,CHICAGO,In Service,Addison & Central,-87.767195,41.945935,Point,0,1
17833,,BELMONT,GREENVIEW,EB,FS,77,N77,CHICAGO,In Service,Belmont & Greenview,-87.665891,41.939676,Point,0,1
17834,,MILWAUKEE,CARPENTER,SEB,FS,56,,CHICAGO,In Service,Milwaukee & Carpenter,-87.653387,41.894844,Point,0,1
17841,,MADISON,HAMLIN,EB,FS,20,N20,CHICAGO,In Service,Madison & Hamlin,-87.720459,41.880744,Point,0,1
17850,,AVENUE O,130TH STREET,NB,FS,30,,CHICAGO,In Service,Avenue O & 130th Street,-87.539773,41.659323,Point,0,1
17851,,NILES CENTER,GREENLEAF,NB,FS,97,,SKOKIE,In Service,Niles Center & Greenleaf,-87.749278,42.037405,Point,0,1
17852,,COMMERCIAL,102ND STREET,SB,FS,71,,CHICAGO,In Service,Commercial & 102nd Street,-87.552511,41.709807,Point,0,1
9938,,NORTHWEST HWY,NETTLETON,SEB,NT,68,,CHICAGO,In Service,Northwest Hwy & Nettleton,-87.79767,41.991449,Point,0,1
17845,,BELMONT,LINDER,EB,FS,77,N77,CHICAGO,In Service,Belmont & Linder,-87.763867,41.938545,Point,0,1
17856,,DOTY,10800 SOUTH,SB,MB,111A,,CHICAGO,In Service,10700 S. Doty,-87.595917,41.69758,Point,0,1
17857,,DOTY,WALMART,EB,MB,111A,,CHICAGO,In Service,Doty & Walmart,-87.598698,41.695092,Point,0,1
17858,,DOTY,WALMART,WB,MB,111A,,CHICAGO,In Service,Doty & Walmart,-87.598285,41.695218,Point,0,1
17859,,WESTERN,92ND PLACE,NB,NS,95,,CHICAGO,In Service,Western & 92nd Place,-87.682097,41.725172,Point,0,1
17860,,WESTERN,92ND PLACE,SB,FS,95,,CHICAGO,In Service,Western & 92nd Place,-87.682287,41.725102,Point,0,1
17864,,NORTH AVENUE,LINDER (east leg),WB,NS,72,,CHICAGO,In Service,North Ave & Linder,-87.762829,41.909511,Point,0,1
17866,,OLD ORCHARD RD,WOODS DR,EB,FS,54A,,SKOKIE,In Service,Old Orchard Rd & Woods,-87.760648,42.062479,Point,0,1
17871,,65TH STREET,MELVINA,EB,FS,165,,BEDFORD PARK,In Service,65th Street & Melvina,-87.776048,41.774034,Point,0,1
5061,,RACINE,MARQUETTE RD,NB,NS,44,,CHICAGO,In Service,Racine & Marquette Rd,-87.654219,41.772232,Point,0,0
11580,,CENTRAL,WASHINGTON,NB,NS,85,,CHICAGO,In Service,Central & Washington,-87.764813,41.882139,Point,0,1
8882,,DAMEN,14TH STREET,SB,NS,50,,CHICAGO,In Service,Damen & 14th Street,-87.676217,41.863169,Point,0,1
5997,,ASHLAND,GRACE,SB,NS,9,,CHICAGO,In Service,Ashland & Grace,-87.669099,41.950733,Point,0,1
11293,,KIMBALL,ARDMORE,NB,NS,82,,CHICAGO,In Service,Kimball & Ardmore,-87.713798,41.986547,Point,0,1
4579,,AUSTIN,55TH STREET,NB,NS,55A,,CHICAGO,In Service,Austin & 55th Street,-87.771985,41.792452,Point,0,0
11281,,KIMBALL,WILSON,NB,NS,82,,CHICAGO,In Service,Kimball & Wilson,-87.713185,41.964674,Point,1,1
4716,,PULASKI,55TH STREET,NB,NS,53A,,CHICAGO,In Service,Pulaski & 55th Street,-87.723008,41.793051,Point,0,1
4507,,ARCHER,PULASKI,SWB,NS,62,N62,CHICAGO,In Service,Archer & Pulaski,-87.723224,41.802545,Point,0,1
2252,,KING DRIVE,83RD STREET,SB,FS,3,,CHICAGO,In Service,King Drive & 83rd Street,-87.614771,41.743759,Point,0,1
3026,,KEDZIE,OHIO,SB,NS,52,,CHICAGO,In Service,Kedzie & Ohio,-87.706527,41.892056,Point,0,1
5044,,RACINE,84TH STREET,NB,NS,44,,CHICAGO,In Service,Racine & 84th Street,-87.653412,41.741336,Point,0,1
15763,,NAGLE,GUNNISON,NB,FS,86,,CHICAGO,In Service,Nagle & Gunnison,-87.787919,41.968693,Point,0,1
18210,,PULASKI,86TH STREET,NB,FS,53A,,CHICAGO,In Service,Pulaski & 86th Street,-87.721355,41.736896,Point,0,0
7597,,MICHIGAN,121ST RR CROSSING,NB,NS,34,N34,CHICAGO,In Service,Michigan & 121st Street,-87.620284,41.674352,Point,0,0
4480,,ARCHER,PAULINA,SWB,MT,62,N62,CHICAGO,In Service,Archer & Paulina,-87.668102,41.836343,Point,0,1
15733,,HARLEM,IOWA,SB,NS,90,,RIVER FOREST,In Service,Harlem & Iowa,-87.80559,41.896233,Point,0,0
18304,,LAKE,RIDGE,WB,FS,206,,EVANSTON,Flag,Lake & Ridge,-87.688863,42.044289,Point,0,0
18306,,FULLERTON,GREENVIEW,EB,FS,74,,CHICAGO,In Service,Fullerton & Greenview,-87.665569,41.925113,Point,0,1
18305,,FULLERTON,SOUTHPORT,EB,FS,74,,CHICAGO,In Service,Fullerton & Southport,-87.662944,41.925152,Point,0,1
18308,,WESTERN,DEVON,NB,FS,49B,,CHICAGO,In Service,Western & Devon,-87.689742,41.997878,Point,0,1
18309,,WESTERN,DEVON,SB,FS,49B,,CHICAGO,In Service,Western & Devon,-87.690023,41.997534,Point,0,1
18310,,WESTERN,TOUHY,NB,FS,49B,,CHICAGO,In Service,Western & Touhy,-87.6901,42.012476,Point,0,1
18312,,WESTERN,77TH STREET,NB,FS,49,N49,CHICAGO,In Service,Western & 77th Street,-87.682819,41.753997,Point,0,1
18313,,WESTERN,HIRSCH,SB,FS,49,N49,CHICAGO,In Service,Western & Hirsch,-87.687252,41.906512,Point,0,1
18314,,SOUTH CHICAGO,73RD STREET/ELLIS,SEB,FS,30,,CHICAGO,In Service,South Chicago & 73rd Street/Ellis,-87.600487,41.762076,Point,0,1
18315,,VAN BUREN,THROOP,WB,FS,126,,CHICAGO,In Service,Van Buren & Throop,-87.659698,41.876528,Point,0,1
18316,,BLUE ISLAND,LEAVITT,NEB,FS,60,N60,CHICAGO,In Service,Blue Island & Leavitt,-87.680223,41.846732,Point,0,1
18317,,HAYES DR,BEACH HOUSE,WB,MB,63,,CHICAGO,In Service,63rd Street Beach,-87.575913,41.780778,Point,0,0
18319,,FULLERTON,GREENVIEW,WB,FS,74,,CHICAGO,In Service,Fullerton & Greenview,-87.666092,41.925252,Point,0,1
18285,,SHERIDAN,GUNNISON,SB,NT,151,<Null>,CHICAGO,In Service,Sheridan & Gunnison,-87.654923,41.970241,Point,0,1
18286,,79TH STREET,LANGLEY,WB,FS,79,N79,CHICAGO,In Service,79th Street & Langley,-87.60787,41.751297,Point,0,1
18287,,ARCHER,KEDZIE,NEB,FS,62,N62,CHICAGO,In Service,Archer & Kedzie,-87.703992,41.814138,Point,0,1
18288,,ARCHER,ST. LOUIS,SWB,FS,62,N62,CHICAGO,In Service,Archer & St. Louis,-87.711449,41.809771,Point,0,1
18289,,CENTRAL PARK,CERMAK,SB,FS,82,,CHICAGO,In Service,Central Park & Cermak,-87.715085,41.85146,Point,0,1
18290,,43RD STREET,INDIANA,WB,FS,43,,CHICAGO,In Service,43rd Street & Indiana,-87.621634,41.81663,Point,0,1
18300,,BROADWAY,THORNDALE,SB,FS,36,,CHICAGO,In Service,Broadway & Thorndale,-87.66037,41.989747,Point,0,1
18291,,PERSHING,STATE,EB,FS,39,,CHICAGO,In Service,Pershing & State,-87.626046,41.823651,Point,0,1
18292,,PERSHING,VINCENNES,WB,FS,39,,CHICAGO,In Service,Pershing & Vincennes,-87.61292,41.82396,Point,0,0
18299,,WESTERN,FULTON,SB,FS,49,N49,CHICAGO,In Service,Western & Fulton,-87.686702,41.886357,Point,0,1
18294,,FORD CITY (JC PENNEY),N-S BUS BAY,SB,TERM,79,,CHICAGO,In Service,Ford City,-87.733189,41.755797,Point,0,0
18296,,CALIFORNIA,63RD STREET,SB,FS,94,,CHICAGO,In Service,California & 63rd Street,-87.693463,41.778985,Point,0,1
18297,,WESTERNMS,SB,FS,49,N49,CHICAGO,In Service,Western & Adams,-87.686488,41.878359,Point,0,1,
18301,,POLK,DAMEN,EB,FS,157,,CHICAGO,In Service,Polk & Damen,-87.675465,41.871439,Point,0,1
18302,,WESTERN,62ND STREET,SB,FS,49,N49,CHICAGO,In Service,Western & 62nd Street,-87.683806,41.780672,Point,0,1
18303,,WESTERN,62ND STREET,NB,FS,49,N49,CHICAGO,In Service,Western & 62nd Street,-87.683579,41.781597,Point,0,1
18320,,KEDZIE,PRATT,SB,FS,11,,LINCOLNWOOD,In Service,Kedzie & Pratt,-87.709444,42.004858,Point,0,0
18321,,DAMEN,FULLERTON,NB,FS,50,,CHICAGO,In Service,Damen & Fullerton,-87.677781,41.925276,Point,0,1
18323,,GRAND,CHICAGO,EB,FS,65,,CHICAGO,In Service,Grand & Chicago,-87.699356,41.895325,Point,0,1
18329,,DIVERSEY,CLARK/BROADWAY,EB,NS,76,,CHICAGO,Temp In,Diversey & Clark/Broadway,-87.645032,41.932739,Point,0,1
17302,,CHICAGO,SHERIDAN,SB,FS,201,,EVANSTON,In Service,Chicago & Sheridan,-87.677591,42.050887,Point,0,1
18333,,79TH STREET,KING DRIVE,EB,FS,79,N79,CHICAGO,In Service,79th Street & King Drive,-87.614647,41.751054,Point,0,1
1702,,WESTERN,ALBION,SB,NS,49B,,CHICAGO,In Service,Western & Albion,-87.690046,42.001447,Point,1,1
5602,,IRVING PARK,OLCOTT,EB,NS,80,,CHICAGO,In Service,Irving Park & Olcott,-87.814764,41.952516,Point,0,1
2291,,STATE,72ND STREET,NB,NS,29,,CHICAGO,In Service,State & 72nd Street,-87.624782,41.763552,Point,0,1
15280,,PULASKI,MAYPOLE(south leg),NB,NS,53,N53,CHICAGO,In Service,Pulaski & Maypole,-87.725667,41.883936,Point,0,1
8705,,DAMEN,85TH STREET,NB,NS,48,,CHICAGO,In Service,Damen & 85th Street,-87.672724,41.739181,Point,0,1
3749,,LAWRENCE,ALBANY,EB,NS,81,N81,CHICAGO,In Service,Lawrence & Albany,-87.706142,41.968396,Point,0,1
4758,,FOSTER,4635 WEST,EB,MB,92,,CHICAGO,In Service,4635 W Foster,-87.744402,41.975331,Point,0,1
9379,,87TH STREET,ALBANY,EB,NS,87,,EVERGREEN PARK,In Service,87th Street & Albany,-87.699881,41.735076,Point,0,1
10996,,DIVERSEY,TRIPP,EB,FT,76,,CHICAGO,In Service,Diversey & Tripp,-87.733018,41.931627,Point,0,1
2776,,79TH STREET,WABASH,EB,NS,79,N79,CHICAGO,In Service,79th Street & Wabash,-87.623099,41.750918,Point,0,1
